Work Step Code,Work Step Name,Scope Item Code,Delivery Method Code,Cost Component Code,Work Step Sequence,Included by Default,Notes
WS-DRAIN-PVC-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BEDDING,10,Yes,
WS-DRAIN-PVC-INSTALL-01,Install main item,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-INSTALL,10,Yes,
WS-DRAIN-PVC-BFILL-01,Backfill in lifts,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BFILL,10,Yes,
WS-DRAIN-PVC-BFILL-02,Compact backfill / placed material,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-BFILL,20,Yes,
WS-DRAIN-PVC-REINSTATE-01,Reinstate local surface,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-PVC-QA-01,Capture QA records and as-builts,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-QA,10,Yes,
WS-DRAIN-PVC-QA-02,Final inspection and closeout,SI-DRAIN-PVC,DM-DRAIN-PVC-STD,CC-QA,20,Yes,
WS-DRAIN-RCP-PRESTART-01,Review drawings and records,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PRESTART,10,Yes,
WS-DRAIN-RCP-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PRESTART,20,Yes,
WS-DRAIN-RCP-PRESTART-03,Set out work location,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PRESTART,30,Yes,
WS-DRAIN-RCP-LOCATE-01,Mark out known and suspected services,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-RCP-LOCATE-02,Correlate locator information,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-RCP-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PROVE,10,Conditional,
WS-DRAIN-RCP-PROVE-02,Confirm asset location and depth,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-PROVE,20,Conditional,
WS-DRAIN-RCP-BREAKOUT-01,Break out existing surface,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-RCP-BREAKOUT-02,Remove breakout material,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-RCP-EXC-01,Excavate work area,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-EXC,10,Yes,
WS-DRAIN-RCP-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-EXC,20,Yes,
WS-DRAIN-RCP-SPOIL-01,Classify spoil,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-SPOIL,10,Yes,
WS-DRAIN-RCP-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-SPOIL,20,Yes,
WS-DRAIN-RCP-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BEDDING,10,Yes,
WS-DRAIN-RCP-INSTALL-01,Install main item,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-INSTALL,10,Yes,
WS-DRAIN-RCP-BFILL-01,Backfill in lifts,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BFILL,10,Yes,
WS-DRAIN-RCP-BFILL-02,Compact backfill / placed material,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-BFILL,20,Yes,
WS-DRAIN-RCP-REINSTATE-01,Reinstate local surface,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-RCP-QA-01,Capture QA records and as-builts,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-QA,10,Yes,
WS-DRAIN-RCP-QA-02,Final inspection and closeout,SI-DRAIN-RCP,DM-DRAIN-RCP-STD,CC-QA,20,Yes,
WS-DRAIN-SWAL-PRESTART-01,Review drawings and records,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PRESTART,10,Yes,
WS-DRAIN-SWAL-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PRESTART,20,Yes,
WS-DRAIN-SWAL-PRESTART-03,Set out work location,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PRESTART,30,Yes,
WS-DRAIN-SWAL-LOCATE-01,Mark out known and suspected services,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-SWAL-LOCATE-02,Correlate locator information,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-SWAL-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PROVE,10,Conditional,
WS-DRAIN-SWAL-PROVE-02,Confirm asset location and depth,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-PROVE,20,Conditional,
WS-DRAIN-SWAL-BREAKOUT-01,Break out existing surface,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-SWAL-BREAKOUT-02,Remove breakout material,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-SWAL-EXC-01,Excavate work area,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-EXC,10,Yes,
WS-DRAIN-SWAL-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-EXC,20,Yes,
WS-DRAIN-SWAL-SPOIL-01,Classify spoil,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-SPOIL,10,Yes,
WS-DRAIN-SWAL-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-SPOIL,20,Yes,
WS-DRAIN-SWAL-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-SWAL-INSTALL-01,Install main item,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-INSTALL,10,Yes,
WS-DRAIN-SWAL-BFILL-01,Backfill in lifts,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BFILL,10,Conditional,
WS-DRAIN-SWAL-BFILL-02,Compact backfill / placed material,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-BFILL,20,Conditional,
WS-DRAIN-SWAL-REINSTATE-01,Reinstate local surface,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-SWAL-QA-01,Capture QA records and as-builts,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-QA,10,Yes,
WS-DRAIN-SWAL-QA-02,Final inspection and closeout,SI-DRAIN-SWAL,DM-DRAIN-SWAL-STD,CC-QA,20,Yes,
WS-DRAIN-PIT-PRESTART-01,Review drawings and records,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PRESTART,10,Yes,
WS-DRAIN-PIT-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PRESTART,20,Yes,
WS-DRAIN-PIT-PRESTART-03,Set out work location,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PRESTART,30,Yes,
WS-DRAIN-PIT-LOCATE-01,Mark out known and suspected services,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-PIT-LOCATE-02,Correlate locator information,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-PIT-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PROVE,10,Conditional,
WS-DRAIN-PIT-PROVE-02,Confirm asset location and depth,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-PROVE,20,Conditional,
WS-DRAIN-PIT-BREAKOUT-01,Break out existing surface,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-PIT-BREAKOUT-02,Remove breakout material,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-PIT-EXC-01,Excavate work area,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-EXC,10,Yes,
WS-DRAIN-PIT-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-EXC,20,Yes,
WS-DRAIN-PIT-SPOIL-01,Classify spoil,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-SPOIL,10,Yes,
WS-DRAIN-PIT-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-SPOIL,20,Yes,
WS-DRAIN-PIT-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BEDDING,10,Yes,
WS-DRAIN-PIT-INSTALL-01,Install main item,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-INSTALL,10,Yes,
WS-DRAIN-PIT-BFILL-01,Backfill in lifts,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BFILL,10,Yes,
WS-DRAIN-PIT-BFILL-02,Compact backfill / placed material,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-BFILL,20,Yes,
WS-DRAIN-PIT-REINSTATE-01,Reinstate local surface,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-PIT-QA-01,Capture QA records and as-builts,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-QA,10,Yes,
WS-DRAIN-PIT-QA-02,Final inspection and closeout,SI-DRAIN-PIT,DM-DRAIN-PIT-STD,CC-QA,20,Yes,
WS-DRAIN-KG-PRESTART-01,Review drawings and records,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PRESTART,10,Yes,
WS-DRAIN-KG-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PRESTART,20,Yes,
WS-DRAIN-KG-PRESTART-03,Set out work location,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PRESTART,30,Yes,
WS-DRAIN-KG-LOCATE-01,Mark out known and suspected services,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-KG-LOCATE-02,Correlate locator information,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-KG-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PROVE,10,Conditional,
WS-DRAIN-KG-PROVE-02,Confirm asset location and depth,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-PROVE,20,Conditional,
WS-DRAIN-KG-BREAKOUT-01,Break out existing surface,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-KG-BREAKOUT-02,Remove breakout material,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-KG-EXC-01,Excavate work area,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-EXC,10,Yes,
WS-DRAIN-KG-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-EXC,20,Yes,
WS-DRAIN-KG-SPOIL-01,Classify spoil,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-SPOIL,10,Yes,
WS-DRAIN-KG-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-SPOIL,20,Yes,
WS-DRAIN-KG-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-KG-INSTALL-01,Install main item,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-INSTALL,10,Yes,
WS-DRAIN-KG-BFILL-01,Backfill in lifts,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BFILL,10,Conditional,
WS-DRAIN-KG-BFILL-02,Compact backfill / placed material,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-BFILL,20,Conditional,
WS-DRAIN-KG-REINSTATE-01,Reinstate local surface,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-KG-QA-01,Capture QA records and as-builts,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-QA,10,Yes,
WS-DRAIN-KG-QA-02,Final inspection and closeout,SI-DRAIN-KG,DM-DRAIN-KG-STD,CC-QA,20,Yes,
WS-DRAIN-LKB-PRESTART-01,Review drawings and records,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PRESTART,10,Yes,
WS-DRAIN-LKB-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PRESTART,20,Yes,
WS-DRAIN-LKB-PRESTART-03,Set out work location,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PRESTART,30,Yes,
WS-DRAIN-LKB-LOCATE-01,Mark out known and suspected services,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-LKB-LOCATE-02,Correlate locator information,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-LKB-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PROVE,10,Conditional,
WS-DRAIN-LKB-PROVE-02,Confirm asset location and depth,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-PROVE,20,Conditional,
WS-DRAIN-LKB-BREAKOUT-01,Break out existing surface,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-LKB-BREAKOUT-02,Remove breakout material,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-LKB-EXC-01,Excavate work area,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-EXC,10,Yes,
WS-DRAIN-LKB-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-EXC,20,Yes,
WS-DRAIN-LKB-SPOIL-01,Classify spoil,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-SPOIL,10,Yes,
WS-DRAIN-LKB-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-SPOIL,20,Yes,
WS-DRAIN-LKB-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-LKB-INSTALL-01,Install main item,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-INSTALL,10,Yes,
WS-DRAIN-LKB-BFILL-01,Backfill in lifts,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BFILL,10,Conditional,
WS-DRAIN-LKB-BFILL-02,Compact backfill / placed material,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-BFILL,20,Conditional,
WS-DRAIN-LKB-REINSTATE-01,Reinstate local surface,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-LKB-QA-01,Capture QA records and as-builts,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-QA,10,Yes,
WS-DRAIN-LKB-QA-02,Final inspection and closeout,SI-DRAIN-LKB,DM-DRAIN-LKB-STD,CC-QA,20,Yes,
WS-DRAIN-XS-PRESTART-01,Review drawings and records,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PRESTART,10,Yes,
WS-DRAIN-XS-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PRESTART,20,Yes,
WS-DRAIN-XS-PRESTART-03,Set out work location,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PRESTART,30,Yes,
WS-DRAIN-XS-LOCATE-01,Mark out known and suspected services,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-XS-LOCATE-02,Correlate locator information,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-XS-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PROVE,10,Conditional,
WS-DRAIN-XS-PROVE-02,Confirm asset location and depth,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-PROVE,20,Conditional,
WS-DRAIN-XS-BREAKOUT-01,Break out existing surface,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-XS-BREAKOUT-02,Remove breakout material,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-XS-EXC-01,Excavate work area,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-EXC,10,Yes,
WS-DRAIN-XS-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-EXC,20,Yes,
WS-DRAIN-XS-SPOIL-01,Classify spoil,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-SPOIL,10,Yes,
WS-DRAIN-XS-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-SPOIL,20,Yes,
WS-DRAIN-XS-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-XS-INSTALL-01,Install main item,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-INSTALL,10,Yes,
WS-DRAIN-XS-BFILL-01,Backfill in lifts,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BFILL,10,Conditional,
WS-DRAIN-XS-BFILL-02,Compact backfill / placed material,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-BFILL,20,Conditional,
WS-DRAIN-XS-REINSTATE-01,Reinstate local surface,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-XS-QA-01,Capture QA records and as-builts,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-QA,10,Yes,
WS-DRAIN-XS-QA-02,Final inspection and closeout,SI-DRAIN-XS,DM-DRAIN-XS-STD,CC-QA,20,Yes,
WS-DRAIN-XD-PRESTART-01,Review drawings and records,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PRESTART,10,Yes,
WS-DRAIN-XD-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PRESTART,20,Yes,
WS-DRAIN-XD-PRESTART-03,Set out work location,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PRESTART,30,Yes,
WS-DRAIN-XD-LOCATE-01,Mark out known and suspected services,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-XD-LOCATE-02,Correlate locator information,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-XD-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PROVE,10,Conditional,
WS-DRAIN-XD-PROVE-02,Confirm asset location and depth,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-PROVE,20,Conditional,
WS-DRAIN-XD-BREAKOUT-01,Break out existing surface,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-XD-BREAKOUT-02,Remove breakout material,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-XD-EXC-01,Excavate work area,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-EXC,10,Yes,
WS-DRAIN-XD-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-EXC,20,Yes,
WS-DRAIN-XD-SPOIL-01,Classify spoil,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-SPOIL,10,Yes,
WS-DRAIN-XD-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-SPOIL,20,Yes,
WS-DRAIN-XD-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-XD-INSTALL-01,Install main item,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-INSTALL,10,Yes,
WS-DRAIN-XD-BFILL-01,Backfill in lifts,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BFILL,10,Conditional,
WS-DRAIN-XD-BFILL-02,Compact backfill / placed material,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-BFILL,20,Conditional,
WS-DRAIN-XD-REINSTATE-01,Reinstate local surface,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-XD-QA-01,Capture QA records and as-builts,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-QA,10,Yes,
WS-DRAIN-XD-QA-02,Final inspection and closeout,SI-DRAIN-XD,DM-DRAIN-XD-STD,CC-QA,20,Yes,
WS-DRAIN-RWB-PRESTART-01,Review drawings and records,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PRESTART,10,Yes,
WS-DRAIN-RWB-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PRESTART,20,Yes,
WS-DRAIN-RWB-PRESTART-03,Set out work location,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PRESTART,30,Yes,
WS-DRAIN-RWB-LOCATE-01,Mark out known and suspected services,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-RWB-LOCATE-02,Correlate locator information,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-RWB-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PROVE,10,Conditional,
WS-DRAIN-RWB-PROVE-02,Confirm asset location and depth,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-PROVE,20,Conditional,
WS-DRAIN-RWB-BREAKOUT-01,Break out existing surface,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-RWB-BREAKOUT-02,Remove breakout material,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-RWB-EXC-01,Excavate work area,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-EXC,10,Yes,
WS-DRAIN-RWB-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-EXC,20,Yes,
WS-DRAIN-RWB-SPOIL-01,Classify spoil,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-SPOIL,10,Yes,
WS-DRAIN-RWB-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-SPOIL,20,Yes,
WS-DRAIN-RWB-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-RWB-INSTALL-01,Install main item,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-INSTALL,10,Yes,
WS-DRAIN-RWB-BFILL-01,Backfill in lifts,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BFILL,10,Conditional,
WS-DRAIN-RWB-BFILL-02,Compact backfill / placed material,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-BFILL,20,Conditional,
WS-DRAIN-RWB-REINSTATE-01,Reinstate local surface,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-REINSTATE,10,Conditional,
WS-DRAIN-RWB-QA-01,Capture QA records and as-builts,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-QA,10,Yes,
WS-DRAIN-RWB-QA-02,Final inspection and closeout,SI-DRAIN-RWB,DM-DRAIN-RWB-STD,CC-QA,20,Yes,
WS-DRAIN-RWC-PRESTART-01,Review drawings and records,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PRESTART,10,Yes,
WS-DRAIN-RWC-PRESTART-02,Confirm site constraints and controls,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PRESTART,20,Yes,
WS-DRAIN-RWC-PRESTART-03,Set out work location,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PRESTART,30,Yes,
WS-DRAIN-RWC-LOCATE-01,Mark out known and suspected services,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-LOCATE,10,Conditional,
WS-DRAIN-RWC-LOCATE-02,Correlate locator information,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-LOCATE,20,Conditional,
WS-DRAIN-RWC-PROVE-01,Undertake proving / potholing / NDD,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PROVE,10,Conditional,
WS-DRAIN-RWC-PROVE-02,Confirm asset location and depth,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-PROVE,20,Conditional,
WS-DRAIN-RWC-BREAKOUT-01,Break out existing surface,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BREAKOUT,10,Conditional,
WS-DRAIN-RWC-BREAKOUT-02,Remove breakout material,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BREAKOUT,20,Conditional,
WS-DRAIN-RWC-EXC-01,Excavate work area,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-EXC,10,Yes,
WS-DRAIN-RWC-EXC-02,Trim formation / sidewalls / base,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-EXC,20,Yes,
WS-DRAIN-RWC-SPOIL-01,Classify spoil,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-SPOIL,10,Yes,
WS-DRAIN-RWC-SPOIL-02,Stockpile / haul / dispose spoil,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-SPOIL,20,Yes,
WS-DRAIN-RWC-BEDDING-01,Place bedding / blinding / levelling layer,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BEDDING,10,Conditional,
WS-DRAIN-RWC-INSTALL-01,Install main item,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-INSTALL,10,Yes,
WS-DRAIN-RWC-BFILL-01,Backfill in lifts,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BFILL,10,Conditional,
WS-DRAIN-RWC-BFILL-02,Compact backfill / placed material,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-BFILL,20,Conditional,
WS-DRAIN-RWC-REINSTATE-01,Reinstate local surface,SI-DRAIN-RWC,DM-DRAIN-RWC-STD,CC-REINSTATE,10,Conditional,
